id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;indice_satisfacao;tempo_espera
ID1389;2015-01-25 15:04:19;Dan;Informacao;S;S;00:02:32.349;BOM;14,4
ID1390;2015-01-25 15:04:19;Stewart;RegistroSinistro;S;S;;RUIM;
ID1391;2015-01-25 15:05:46;Becky;Sugestao;N;N;00:03:02.750;;
ID1392;2015-01-25 15:05:46;Martha;RegistroSinistro;S;S;;RUIM;
ID1393;2015-01-25 15:20:10;Dan;RegistroSinistro;S;S;00:05:14.748;RUIM;860
ID1394;2015-01-25 15:20:10;Joe;Cotacao;S;S;00:03:42.002;BOM;42,5
ID1395;2015-01-25 15:51:50;Diane;Reclamacao;S;S;00:05:20.766;BOM;57,6
ID1396;2015-01-25 15:51:50;Becky;Informacao;N;N;00:05:52.740;;
ID1397;2015-01-25 15:53:17;Greg;Reclamacao;S;S;00:03:32.577;RUIM;380
ID1398;2015-01-25 15:53:17;Joe;Reclamacao;S;S;00:04:24.085;BOM;59,4
ID1399;2015-01-25 16:13:26;Becky;RegistroSinistro;S;S;00:01:31.262;RUIM;480
ID1400;2015-01-25 16:13:26;Martha;Reclamacao;S;S;00:05:03.795;RUIM;1190
ID1401;2015-01-25 17:32:38;Diane;Sugestao;S;S;00:03:06.444;BOM;54
ID1402;2015-01-25 17:32:38;Stewart;Informacao;S;S;00:05:36.354;BOM;18,5
ID1403;2015-01-26 09:05:46;Becky;Informacao;S;S;00:03:53.361;BOM;56,4
ID1404;2015-01-26 09:05:46;Martha;Informacao;S;S;00:06:23.230;BOM;30
ID1405;2015-01-26 09:30:14;Dan;Sugestao;S;S;00:00:31.783;BOM;25
ID1406;2015-01-26 09:30:14;Greg;Reclamacao;S;S;00:05:37.326;RUIM;360
ID1407;2015-01-26 09:41:46;Jim;Reclamacao;S;N;;BOM;
ID1408;2015-01-26 09:41:46;Becky;Sugestao;S;S;00:04:26.825;BOM;
ID1409;2015-01-26 09:51:50;Stewart;Cotacao;N;N;00:06:02.097;;
ID1410;2015-01-26 09:51:50;Jim;Sugestao;S;S;00:03:51.704;BOM;
ID1411;2015-01-26 10:27:50;Diane;Informacao;S;S;00:01:39.751;BOM;
ID1412;2015-01-26 10:27:50;Diane;Informacao;S;S;;BOM;
ID1413;2015-01-26 10:40:48;Diane;Informacao;S;S;00:03:45.208;RUIM;890
ID1414;2015-01-26 10:40:48;Stewart;Sugestao;N;N;00:01:15.971;;
ID1415;2015-01-26 10:50:53;Diane;Sugestao;S;S;00:02:23.287;BOM;
ID1416;2015-01-26 10:50:53;Stewart;RegistroSinistro;S;S;00:02:13.632;BOM;21
ID1417;2015-01-26 10:52:19;Becky;Informacao;S;S;00:02:32.586;RUIM;1480
ID1418;2015-01-26 10:52:19;Becky;Cotacao;S;S;00:03:40.963;BOM;
ID1419;2015-01-26 10:59:31;Dan;Sugestao;S;S;00:01:13.061;BOM;36,5
ID1420;2015-01-26 10:59:31;Dan;RegistroSinistro;S;S;;BOM;
ID1421;2015-01-26 11:19:41;Joe;Reclamacao;N;N;00:02:39.315;;
ID1422;2015-01-26 11:19:41;Dan;Sugestao;S;S;00:01:06.072;BOM;
ID1423;2015-01-26 11:47:02;Diane;RegistroSinistro;S;S;00:05:41.877;BOM;31,8
ID1424;2015-01-26 11:47:02;Diane;Informacao;S;S;00:06:07.935;BOM;74,4
ID1425;2015-01-26 12:48:58;Diane;RegistroSinistro;S;S;00:01:01.309;RUIM;1240
ID1426;2015-01-26 12:48:58;Becky;RegistroSinistro;N;N;00:06:47.635;;
ID1427;2015-01-26 12:50:24;Dan;Reclamacao;S;S;00:03:35.020;RUIM;160
ID1428;2015-01-26 12:50:24;Greg;Cotacao;S;S;00:02:11.116;BOM;19,5
ID1429;2015-01-26 12:56:10;Stewart;RegistroSinistro;S;S;00:06:03.909;RUIM;1130
ID1430;2015-01-26 12:56:10;Stewart;Sugestao;S;S;00:03:15.341;BOM;64,8
ID1431;2015-01-26 13:04:48;Dan;RegistroSinistro;S;S;00:05:40.365;RUIM;320
ID1432;2015-01-26 13:04:48;Diane;RegistroSinistro;S;S;00:03:41.674;RUIM;200
ID1433;2015-01-26 13:04:48;Dan;Cotacao;S;S;;BOM;
ID1434;2015-01-26 13:04:48;Jim;Cotacao;S;S;00:01:39.786;BOM;24
ID1435;2015-01-26 14:08:10;Jim;RegistroSinistro;S;S;00:02:46.503;BOM;57,6
ID1436;2015-01-26 14:08:10;Stewart;RegistroSinistro;N;N;00:04:21.345;;
ID1437;2015-01-26 14:18:14;Jim;RegistroSinistro;S;S;00:03:51.044;RUIM;2480
ID1438;2015-01-26 14:18:14;Greg;Informacao;S;S;00:05:42.891;BOM;27,6
ID1439;2015-01-26 14:26:53;Diane;Reclamacao;S;S;00:02:53.195;BOM;34,8
ID1440;2015-01-26 14:26:53;Becky;Cotacao;S;S;00:01:18.484;BOM;
ID1441;2015-01-26 14:51:22;Diane;Reclamacao;S;S;;RUIM;
ID1442;2015-01-26 14:51:22;Stewart;Sugestao;S;S;00:01:55.568;BOM;
ID1443;2015-01-26 15:15:50;Diane;Reclamacao;S;S;00:02:35.363;RUIM;1160
ID1444;2015-01-26 15:15:50;Martha;Informacao;S;S;;BOM;
ID1445;2015-01-26 15:21:36;Martha;RegistroSinistro;S;S;00:01:52.007;RUIM;640
ID1446;2015-01-26 15:21:36;Greg;Informacao;S;S;00:01:41.526;BOM;52,2
ID1447;2015-01-26 15:25:55;Dan;Informacao;S;S;00:06:18.119;BOM;55,8
ID1448;2015-01-26 15:25:55;Diane;Sugestao;S;S;00:00:46.450;BOM;9
ID1449;2015-01-26 15:28:48;Greg;Reclamacao;S;S;;BOM;
ID1450;2015-01-26 15:28:48;Jim;RegistroSinistro;S;S;00:06:04.261;BOM;
ID1451;2015-01-26 15:30:14;Diane;Informacao;S;S;00:04:42.067;BOM;16,2
ID1452;2015-01-26 15:30:14;Dan;Sugestao;N;N;00:06:21.743;;
ID1453;2015-01-26 15:37:26;Dan;Sugestao;S;S;00:02:09.453;RUIM;1080
ID1454;2015-01-26 15:37:26;Dan;Informacao;S;S;00:03:49.285;BOM;
ID1455;2015-01-26 16:00:29;Joe;Sugestao;S;S;00:05:47.378;BOM;
ID1456;2015-01-26 16:00:29;Martha;Sugestao;S;S;00:05:08.513;BOM;27
ID1457;2015-01-26 16:06:14;Becky;Sugestao;N;N;00:00:55.669;;
ID1458;2015-01-26 16:06:14;Greg;Informacao;S;S;00:01:52.171;BOM;
ID1459;2015-01-26 17:18:14;Becky;Informacao;S;S;00:01:55.035;RUIM;1500
ID1460;2015-01-26 17:18:14;Becky;Informacao;S;S;00:03:49.715;BOM;
ID1461;2015-01-26 17:52:48;Dan;RegistroSinistro;S;S;;RUIM;
ID1462;2015-01-26 17:52:48;Jim;Cotacao;S;S;;RUIM;
ID1463;2015-01-27 09:10:05;Diane;RegistroSinistro;S;S;00:04:40.038;RUIM;1130
ID1464;2015-01-27 09:10:05;Diane;Informacao;S;S;00:00:50.945;BOM;12
ID1465;2015-01-27 09:38:53;Becky;Cotacao;S;S;;BOM;
ID1466;2015-01-27 09:38:53;Greg;RegistroSinistro;N;N;00:02:32.963;;
ID1467;2015-01-27 09:41:46;Martha;Reclamacao;S;S;00:01:20.520;RUIM;1740
ID1468;2015-01-27 09:41:46;Joe;Informacao;S;S;;BOM;
ID1469;2015-01-27 09:54:43;Greg;Sugestao;N;N;00:01:47.320;;
ID1470;2015-01-27 09:54:43;Martha;Informacao;S;S;00:05:10.201;BOM;15
ID1471;2015-01-27 09:57:36;Martha;RegistroSinistro;S;S;00:04:54.755;BOM;
ID1472;2015-01-27 09:57:36;Stewart;Informacao;S;S;00:01:18.142;BOM;67,8
ID1473;2015-01-27 10:43:41;Jim;Informacao;S;S;00:04:02.004;BOM;15,6
ID1474;2015-01-27 10:43:41;Martha;Informacao;S;S;00:02:10.868;BOM;12
ID1475;2015-01-27 11:09:36;Dan;Cotacao;S;S;00:03:55.210;BOM;
ID1476;2015-01-27 11:09:36;Dan;RegistroSinistro;S;S;00:01:16.071;BOM;48
ID1477;2015-01-27 12:40:19;Jim;Informacao;N;N;00:00:41.691;;
ID1478;2015-01-27 12:40:19;Dan;Cotacao;S;S;00:05:42.975;BOM;16,5
ID1479;2015-01-27 13:00:29;Martha;Cotacao;N;N;00:06:21.806;;
ID1480;2015-01-27 13:00:29;Martha;RegistroSinistro;S;S;00:00:57.471;BOM;22,8
ID1481;2015-01-27 13:03:22;Jim;Reclamacao;S;S;;RUIM;
ID1482;2015-01-27 13:03:22;Jim;Cotacao;N;N;00:04:40.180;;
ID1483;2015-01-27 13:07:41;Dan;RegistroSinistro;S;S;;BOM;
ID1484;2015-01-27 13:07:41;Diane;RegistroSinistro;S;S;00:01:18.832;RUIM;280
ID1485;2015-01-27 13:09:07;Dan;RegistroSinistro;S;S;00:06:45.998;BOM;57,6
ID1486;2015-01-27 13:09:07;Dan;RegistroSinistro;S;S;00:04:19.944;RUIM;1620
ID1487;2015-01-27 13:22:05;Diane;Informacao;S;S;00:03:25.195;RUIM;1070
ID1488;2015-01-27 13:22:05;Stewart;Reclamacao;S;S;00:04:29.689;RUIM;1360
ID1489;2015-01-27 13:27:50;Dan;Sugestao;S;S;;BOM;
ID1490;2015-01-27 13:27:50;Martha;Reclamacao;S;S;00:05:21.764;BOM;
ID1491;2015-01-27 13:52:19;Joe;Informacao;S;N;00:04:08.504;RUIM;740
ID1492;2015-01-27 13:52:19;Greg;RegistroSinistro;S;S;00:06:32.518;RUIM;2200
ID1493;2015-01-27 14:45:36;Jim;Reclamacao;S;S;00:06:41.950;RUIM;470
ID1494;2015-01-27 14:45:36;Jim;Sugestao;S;S;00:01:54.021;BOM;
ID1495;2015-01-27 14:54:14;Dan;Cotacao;S;S;00:00:31.643;BOM;30
ID1496;2015-01-27 14:54:14;Becky;Sugestao;S;S;00:03:07.963;BOM;
ID1497;2015-01-27 15:21:36;Stewart;Sugestao;S;S;00:02:55.316;BOM;20
ID1498;2015-01-27 15:21:36;Dan;Reclamacao;S;S;00:01:22;RUIM;1460
ID1499;2015-01-27 15:23:02;Becky;Reclamacao;S;S;00:00:39.777;BOM;56,4
ID1500;2015-01-27 15:23:02;Diane;RegistroSinistro;N;N;00:05:28.797;;
ID1501;2015-01-27 15:40:19;Stewart;RegistroSinistro;S;S;00:04:36.540;BOM;
ID1502;2015-01-27 15:40:19;Becky;Informacao;S;N;;BOM;
ID1503;2015-01-27 16:00:29;Jim;Reclamacao;S;S;00:04:08.764;RUIM;2240
ID1504;2015-01-27 16:00:29;Martha;Reclamacao;S;S;00:00:41.789;BOM;
ID1505;2015-01-27 16:01:55;Dan;Sugestao;S;S;00:04:11.892;BOM;
ID1506;2015-01-27 16:01:55;Greg;Cotacao;N;N;00:04:42.150;;
ID1507;2015-01-27 16:10:34;Jim;Reclamacao;S;S;00:03:40.452;BOM;59,4
ID1508;2015-01-27 16:10:34;Joe;Reclamacao;S;S;00:00:34.757;BOM;
ID1509;2015-01-27 16:58:05;Martha;Informacao;S;S;;BOM;
ID1510;2015-01-27 16:58:05;Jim;Informacao;S;S;00:03:07.406;BOM;
ID1511;2015-01-27 17:00:58;Becky;Sugestao;S;S;;RUIM;
ID1512;2015-01-27 17:00:58;Joe;Informacao;S;S;00:04:04.256;BOM;58,5
ID1513;2015-01-27 17:12:29;Jim;RegistroSinistro;S;S;00:00:44.820;BOM;
ID1514;2015-01-27 17:12:29;Dan;Sugestao;S;S;00:04:22.966;BOM;
ID1515;2015-01-27 17:18:14;Jim;RegistroSinistro;S;S;00:05:34.397;BOM;72
ID1516;2015-01-27 17:18:14;Greg;Informacao;N;N;00:04:07.487;;
ID1517;2015-01-27 17:42:43;Jim;Informacao;S;S;00:05:37.363;BOM;64,2
ID1518;2015-01-27 17:42:43;Martha;Cotacao;N;N;00:06:04.306;;
ID1519;2015-01-28 09:04:19;Jim;RegistroSinistro;S;S;00:00:54.130;BOM;63,6
ID1520;2015-01-28 09:04:19;Joe;RegistroSinistro;S;S;;BOM;
ID1521;2015-01-28 09:11:31;Greg;Reclamacao;S;S;00:06:05.298;RUIM;470
ID1522;2015-01-28 09:11:31;Martha;Sugestao;S;S;;BOM;
ID1523;2015-01-28 09:12:58;Martha;Sugestao;S;S;00:04:18.756;BOM;65,4
ID1524;2015-01-28 09:12:58;Martha;Sugestao;S;S;00:02:17.045;BOM;
ID1525;2015-01-28 09:46:05;Stewart;Cotacao;S;S;00:02:03.499;BOM;28,8
ID1526;2015-01-28 09:46:05;Stewart;Cotacao;S;S;00:01:15.639;RUIM;120
ID1527;2015-01-28 10:04:48;Greg;Cotacao;S;N;00:02:54.382;BOM;42,6
ID1528;2015-01-28 10:04:48;Dan;Sugestao;S;S;00:05:01.826;BOM;35,4
ID1529;2015-01-28 10:40:48;Diane;Informacao;S;S;00:00:40.529;BOM;
ID1530;2015-01-28 10:40:48;Diane;RegistroSinistro;S;N;;RUIM;
ID1531;2015-01-28 10:52:19;Martha;Informacao;S;S;00:03:53.131;BOM;
ID1532;2015-01-28 10:52:19;Dan;Sugestao;S;S;00:03:21.629;BOM;57
ID1533;2015-01-28 11:06:43;Stewart;RegistroSinistro;S;S;00:02:49.329;BOM;
ID1534;2015-01-28 11:06:43;Greg;Cotacao;S;S;00:06:00.681;BOM;53,5
ID1535;2015-01-28 11:21:07;Becky;Sugestao;S;S;00:06:18.928;BOM;20,4
ID1536;2015-01-28 11:21:07;Becky;Reclamacao;S;S;00:01:16.891;BOM;52,8
ID1537;2015-01-28 11:29:46;Becky;Reclamacao;S;S;00:02:03.158;RUIM;1200
ID1538;2015-01-28 11:29:46;Joe;RegistroSinistro;S;N;00:03:57.526;RUIM;1200
ID1539;2015-01-28 11:54:14;Diane;Cotacao;S;S;00:00:54.802;BOM;59,4
ID1540;2015-01-28 11:54:14;Becky;Reclamacao;S;S;00:03:09.888;BOM;
ID1541;2015-01-28 11:55:41;Dan;Informacao;S;S;00:04:39.279;BOM;
ID1542;2015-01-28 11:55:41;Becky;Informacao;S;S;00:06:28.269;BOM;
ID1543;2015-01-28 12:46:05;Martha;Informacao;S;S;00:06:57.878;BOM;19
ID1544;2015-01-28 12:46:05;Becky;RegistroSinistro;S;S;00:03:43.259;BOM;
ID1545;2015-01-28 13:00:29;Jim;Informacao;N;N;;;
ID1546;2015-01-28 13:00:29;Dan;RegistroSinistro;S;S;;BOM;
ID1547;2015-01-28 13:17:46;Joe;Reclamacao;S;S;00:01:37.043;RUIM;260
ID1548;2015-01-28 13:17:46;Stewart;RegistroSinistro;S;S;00:04:18.571;RUIM;370
ID1549;2015-01-28 13:19:12;Diane;RegistroSinistro;S;S;00:06:53.698;RUIM;460
ID1550;2015-01-28 13:19:12;Stewart;Cotacao;S;S;00:00:48.724;BOM;10,2
ID1551;2015-01-28 14:18:14;Joe;Sugestao;S;S;00:06:12.695;BOM;15,6
ID1552;2015-01-28 14:18:14;Martha;RegistroSinistro;S;S;00:03:01.831;BOM;22,2
ID1553;2015-01-28 14:19:41;Dan;RegistroSinistro;S;S;00:03:20.558;RUIM;100
ID1554;2015-01-28 14:19:41;Joe;Informacao;S;N;00:03:50.774;BOM;
ID1555;2015-01-28 14:32:38;Dan;Reclamacao;S;S;00:05:46.274;RUIM;900
ID1556;2015-01-28 14:32:38;Jim;Reclamacao;S;S;;BOM;
ID1557;2015-01-28 14:57:07;Diane;RegistroSinistro;S;S;;BOM;
ID1558;2015-01-28 14:57:07;Becky;Cotacao;N;N;;;
ID1559;2015-01-28 15:53:17;Greg;Cotacao;S;S;00:00:57.695;BOM;
ID1560;2015-01-28 15:53:17;Joe;Sugestao;S;S;00:01:49.892;RUIM;1520
ID1561;2015-01-28 16:13:26;Diane;RegistroSinistro;N;N;;;
ID1562;2015-01-28 16:13:26;Jim;RegistroSinistro;S;S;00:06:52.820;RUIM;1160
ID1563;2015-01-28 16:19:12;Greg;Informacao;S;S;00:03:05.352;BOM;
ID1564;2015-01-28 16:19:12;Greg;Reclamacao;S;S;00:03:36.903;RUIM;1480
ID1565;2015-01-28 16:40:48;Dan;Informacao;S;S;00:06:13.381;BOM;59,4
ID1566;2015-01-28 16:40:48;Joe;RegistroSinistro;S;N;00:05:41.106;BOM;
ID1567;2015-01-28 17:03:50;Dan;Sugestao;S;S;00:03:41.562;BOM;39
ID1568;2015-01-28 17:03:50;Dan;RegistroSinistro;S;S;;BOM;
ID1569;2015-01-28 17:16:48;Martha;Cotacao;S;S;00:06:30.609;BOM;34,8
ID1570;2015-01-28 17:16:48;Greg;Informacao;S;S;;BOM;
ID1571;2015-01-28 17:52:48;Diane;Sugestao;S;S;00:01:46.401;RUIM;1320
ID1572;2015-01-28 17:52:48;Martha;Reclamacao;N;N;00:03:32.740;;
ID1573;2015-01-28 18:00:00;Diane;Sugestao;S;S;00:04:19.756;RUIM;800
ID1574;2015-01-28 18:00:00;Stewart;RegistroSinistro;S;S;00:04:45.220;BOM;47,4
ID1575;2015-01-29 09:02:53;Greg;Reclamacao;S;S;00:04:19.775;BOM;
ID1576;2015-01-29 09:02:53;Jim;Reclamacao;N;N;00:01:51.320;;
ID1577;2015-01-29 09:08:38;Dan;Sugestao;S;S;00:03:30.917;BOM;31,5
ID1578;2015-01-29 09:08:38;Greg;Sugestao;N;N;00:06:46.349;;
ID1579;2015-01-29 09:20:10;Greg;Reclamacao;S;S;00:04:03.739;RUIM;950
ID1580;2015-01-29 09:20:10;Stewart;Sugestao;N;N;00:03:04.089;;
ID1581;2015-01-29 09:57:36;Dan;RegistroSinistro;S;S;;BOM;
ID1582;2015-01-29 09:57:36;Dan;Cotacao;S;S;00:01:28.996;BOM;72,6
ID1583;2015-01-29 10:20:38;Greg;Reclamacao;S;S;00:05:15.371;BOM;
ID1584;2015-01-29 10:20:38;Becky;Sugestao;N;N;;;
ID1585;2015-01-29 10:29:17;Joe;Informacao;S;S;00:03:15.445;BOM;32,4
ID1586;2015-01-29 10:29:17;Jim;Sugestao;S;S;00:06:51.619;BOM;
ID1587;2015-01-29 10:50:53;Diane;Cotacao;S;S;00:02:56.273;BOM;23,4
ID1588;2015-01-29 10:50:53;Jim;Cotacao;N;N;00:02:24.981;;
ID1589;2015-01-29 10:52:19;Stewart;Reclamacao;S;S;00:02:51.300;BOM;45,6
ID1590;2015-01-29 10:52:19;Jim;Cotacao;S;S;00:04:03.658;RUIM;360
ID1591;2015-01-29 11:57:07;Diane;Sugestao;N;N;00:05:12.547;;
ID1592;2015-01-29 11:57:07;Greg;Cotacao;S;S;00:00:56.881;BOM;13
ID1593;2015-01-29 12:44:38;Joe;Sugestao;S;S;00:03:18.917;RUIM;490
ID1594;2015-01-29 12:44:38;Joe;Cotacao;S;S;;BOM;
ID1595;2015-01-29 12:46:05;Dan;RegistroSinistro;S;S;00:01:06.939;RUIM;590
ID1596;2015-01-29 12:46:05;Stewart;Sugestao;S;N;00:06:21.493;BOM;24,6
ID1597;2015-01-29 12:51:50;Diane;Cotacao;S;S;00:01:30.444;BOM;
ID1598;2015-01-29 12:51:50;Martha;Sugestao;S;S;;BOM;
ID1599;2015-01-29 12:51:50;Stewart;Sugestao;S;S;00:03:39.927;RUIM;170
ID1600;2015-01-29 12:51:50;Diane;Cotacao;S;S;00:02:34.374;BOM;16
ID1601;2015-01-29 13:00:29;Martha;Informacao;S;S;00:02:35.477;BOM;59,4
ID1602;2015-01-29 13:00:29;Jim;Informacao;S;S;00:06:11.547;BOM;
ID1603;2015-01-29 13:04:48;Diane;Reclamacao;S;S;00:01:57.939;BOM;
ID1604;2015-01-29 13:04:48;Diane;Reclamacao;S;S;00:06:00.378;RUIM;2000
ID1605;2015-01-29 13:12:00;Greg;Informacao;S;S;00:04:41.917;BOM;
ID1606;2015-01-29 13:12:00;Dan;Reclamacao;S;N;00:00:35.388;RUIM;470
ID1607;2015-01-29 13:37:55;Becky;Informacao;S;S;00:04:20.016;BOM;34,2
ID1608;2015-01-29 13:37:55;Dan;Sugestao;S;S;00:06:24.860;BOM;
ID1609;2015-01-29 14:11:02;Diane;RegistroSinistro;S;N;00:03:49.194;BOM;
ID1610;2015-01-29 14:11:02;Stewart;Cotacao;N;N;;;
ID1611;2015-01-29 14:32:38;Stewart;Informacao;N;N;00:02:08.883;;
ID1612;2015-01-29 14:32:38;Dan;Reclamacao;S;S;00:03:42.371;BOM;35,4
ID1613;2015-01-29 14:49:55;Becky;Informacao;S;S;00:00:32.451;BOM;29,4
ID1614;2015-01-29 14:49:55;Jim;RegistroSinistro;S;S;00:05:04.816;RUIM;670
ID1615;2015-01-29 15:08:38;Diane;Cotacao;S;S;;BOM;
ID1616;2015-01-29 15:08:38;Diane;Cotacao;S;S;00:02:20.905;BOM;
ID1617;2015-01-29 15:21:36;Stewart;Informacao;S;S;;BOM;
ID1618;2015-01-29 15:21:36;Joe;Sugestao;S;N;00:02:46.880;RUIM;270
ID1619;2015-01-29 15:44:38;Diane;Sugestao;S;S;00:03:02.470;RUIM;170
ID1620;2015-01-29 15:44:38;Jim;Informacao;S;S;00:02:44.173;BOM;
ID1621;2015-01-29 15:46:05;Greg;Reclamacao;S;S;00:00:48.411;BOM;7,2
ID1622;2015-01-29 15:46:05;Stewart;Cotacao;S;S;;BOM;
ID1623;2015-01-29 15:51:50;Dan;Cotacao;S;S;00:03:14.834;BOM;
ID1624;2015-01-29 15:51:50;Becky;Sugestao;N;N;00:05:56.057;;
ID1625;2015-01-29 16:10:34;Joe;RegistroSinistro;N;N;00:02:19.074;;
ID1626;2015-01-29 16:10:34;Joe;Cotacao;N;N;;;
ID1627;2015-01-29 17:12:29;Greg;Sugestao;S;N;;BOM;
ID1628;2015-01-29 17:12:29;Martha;Informacao;S;S;00:05:49.158;BOM;13,2
ID1629;2015-01-29 17:41:17;Greg;Reclamacao;S;S;;BOM;
ID1630;2015-01-29 17:41:17;Diane;RegistroSinistro;S;N;00:00:34.119;BOM;
ID1631;2015-01-29 17:52:48;Stewart;Cotacao;N;N;00:05:52.360;;
ID1632;2015-01-29 17:52:48;Stewart;Reclamacao;S;S;00:01:54.641;BOM;
ID1633;2015-01-30 09:05:46;Diane;Informacao;S;S;00:06:13.201;BOM;61,2
ID1634;2015-01-30 09:05:46;Becky;Sugestao;S;S;00:05:51.522;BOM;31,5
ID1635;2015-01-30 09:47:31;Dan;Reclamacao;S;S;00:01:57.689;BOM;33,6
ID1636;2015-01-30 09:47:31;Jim;Informacao;S;S;00:02:49.555;BOM;
ID1637;2015-01-30 09:53:17;Diane;RegistroSinistro;S;S;;BOM;
ID1638;2015-01-30 09:53:17;Becky;Sugestao;S;N;00:06:23.043;BOM;7,5
ID1639;2015-01-30 10:07:41;Stewart;Cotacao;S;S;;RUIM;
ID1640;2015-01-30 10:07:41;Joe;RegistroSinistro;S;S;00:01:00.095;RUIM;990
ID1641;2015-01-30 10:09:07;Greg;Cotacao;S;S;00:06:25.277;RUIM;630
ID1642;2015-01-30 10:09:07;Joe;Sugestao;S;S;;BOM;
ID1643;2015-01-30 10:27:50;Jim;Cotacao;S;S;00:05:58.091;BOM;59
ID1644;2015-01-30 10:27:50;Martha;RegistroSinistro;S;S;00:03:48.421;RUIM;530
ID1645;2015-01-30 10:40:48;Becky;Sugestao;S;S;00:05:54.866;BOM;
ID1646;2015-01-30 10:40:48;Diane;Sugestao;S;S;00:04:40.854;BOM;42
ID1647;2015-01-30 11:12:29;Dan;RegistroSinistro;N;N;00:02:38.669;;
ID1648;2015-01-30 11:12:29;Jim;Cotacao;S;S;00:03:24.852;BOM;57
ID1649;2015-01-30 11:26:53;Jim;Informacao;S;S;00:03:46.468;BOM;52,8
ID1650;2015-01-30 11:26:53;Stewart;Informacao;S;N;00:04:27.247;BOM;53
ID1651;2015-01-30 11:52:48;Jim;Cotacao;S;S;;BOM;
ID1652;2015-01-30 11:52:48;Martha;Reclamacao;S;N;00:05:28.246;RUIM;2160
ID1653;2015-01-30 12:17:17;Diane;RegistroSinistro;S;S;00:03:43.932;RUIM;420
ID1654;2015-01-30 12:17:17;Stewart;Reclamacao;S;S;00:02:31.328;RUIM;1220
ID1655;2015-01-30 12:23:02;Dan;Sugestao;S;S;00:01;BOM;
ID1656;2015-01-30 12:23:02;Diane;Informacao;S;S;00:06:33.875;BOM;52,5
ID1657;2015-01-30 12:37:26;Dan;Informacao;S;S;00:04:46.460;BOM;48
ID1658;2015-01-30 12:37:26;Martha;Informacao;N;N;00:04:56.713;;
ID1659;2015-01-30 12:40:19;Martha;Reclamacao;S;S;;BOM;
ID1660;2015-01-30 12:40:19;Greg;RegistroSinistro;S;N;00:04:48.906;RUIM;790
ID1661;2015-01-30 12:44:38;Jim;Reclamacao;S;S;00:04:32.980;RUIM;1140
ID1662;2015-01-30 12:44:38;Becky;RegistroSinistro;S;S;00:05:50.431;RUIM;600
ID1663;2015-01-30 12:48:58;Stewart;Sugestao;S;S;;BOM;
ID1664;2015-01-30 12:48:58;Becky;Sugestao;S;N;00:03:39.653;BOM;11,5
ID1665;2015-01-30 12:51:50;Dan;Sugestao;S;S;00:06:03.049;RUIM;1520
ID1666;2015-01-30 12:51:50;Martha;Cotacao;S;S;00:05:04.766;RUIM;1900
ID1667;2015-01-30 13:03:22;Dan;RegistroSinistro;S;S;00:06:08.004;BOM;42
ID1668;2015-01-30 13:03:22;Becky;Cotacao;S;S;00:06:19.450;BOM;27
ID1669;2015-01-30 13:39:22;Becky;Reclamacao;S;S;00:06:48.022;BOM;22,8
ID1670;2015-01-30 13:39:22;Dan;Cotacao;S;N;00:01:59.530;BOM;63
ID1671;2015-01-30 14:00:58;Joe;Cotacao;S;N;00:00:47.218;RUIM;2460
ID1672;2015-01-30 14:00:58;Joe;Sugestao;N;N;00:03:22.446;;
ID1673;2015-01-30 14:09:36;Stewart;Informacao;S;S;00:02:01.051;BOM;28,2
ID1674;2015-01-30 14:09:36;Stewart;Sugestao;N;N;00:04:47.132;;
ID1675;2015-01-30 14:11:02;Stewart;Sugestao;S;N;00:04:15.087;BOM;
ID1676;2015-01-30 14:11:02;Becky;Cotacao;S;S;;RUIM;
ID1677;2015-01-30 14:36:58;Joe;Sugestao;S;N;00:02:17.368;RUIM;1600
ID1678;2015-01-30 14:36:58;Greg;RegistroSinistro;S;S;00:01:36.144;RUIM;1220
ID1679;2015-01-30 15:00:00;Becky;Sugestao;S;S;00:06:11.029;RUIM;660
ID1680;2015-01-30 15:00:00;Martha;Informacao;S;S;00:03:08.118;BOM;49
ID1681;2015-01-30 15:38:53;Joe;Sugestao;S;N;00:05:25.180;RUIM;420
ID1682;2015-01-30 15:38:53;Martha;Reclamacao;S;S;;BOM;
ID1683;2015-01-30 15:44:38;Stewart;Reclamacao;S;S;00:01:02.715;RUIM;1880
ID1684;2015-01-30 15:44:38;Diane;Sugestao;N;N;00:03:43.400;;
ID1685;2015-01-30 15:51:50;Dan;Cotacao;S;S;00:06:14.517;BOM;57,5
ID1686;2015-01-30 15:51:50;Diane;Informacao;S;S;00:05:14.916;BOM;54
ID1687;2015-01-30 15:59:02;Dan;Cotacao;S;S;;BOM;
ID1688;2015-01-30 15:59:02;Greg;RegistroSinistro;S;S;00:04:00.481;BOM;
ID1689;2015-01-30 16:13:26;Stewart;Reclamacao;S;N;00:06:32.705;BOM;
ID1690;2015-01-30 16:13:26;Becky;Reclamacao;N;N;;;
ID1691;2015-01-30 16:19:12;Becky;Cotacao;S;S;00:06:51.900;BOM;
ID1692;2015-01-30 16:19:12;Stewart;Cotacao;S;S;;RUIM;
ID1693;2015-01-30 16:19:12;Greg;Informacao;N;N;00:01:31.447;;
ID1694;2015-01-30 16:19:12;Stewart;Informacao;S;S;00:02:15.507;BOM;
ID1695;2015-01-30 16:32:10;Jim;Cotacao;N;N;00:04:27.062;;
