"CLI_ID","COMPRAS","COMPRA_UNICA_VEZ","COMPRAS_PARCELADAS","FREQUENCIA_COMPRAS","FREQUENCIA_COMPRAS_UNICAS","FREQUENCIA_COMPRAS_PARCELADAS","TRANS_COMPRA","LIMITE_CREDITO"
11832,2776.09,1424.05,1352.04,0.916667,0.583333,0.916667,36,10500
11833,685,0,685,1,0,0.916667,12,1200
11834,0,0,0,0,0,0,0,6000
11835,4536.48,3275,1261.48,1,0.333333,1,37,4000
11836,0,0,0,0,0,0,0,1500
11837,0,0,0,0,0,0,0,8500
11838,0,0,0,0,0,0,0,10000
11839,0,0,0,0,0,0,0,2500
11840,1027.01,1002.8,24.21,0.583333,0.25,0.25,8,2200
11841,1528.12,0,1528.12,1,0,0.916667,38,15500
11842,2132.7,914,1218.7,1,1,1,38,10000
11843,0,0,0,0,0,0,0,1500
11844,4439.11,3884.1,555.01,0.833333,0.5,0.75,59,6500
11845,232.8,232.8,0,0.25,0.25,0,5,3000
11846,0,0,0,0,0,0,0,1800
11847,569.91,569.91,0,0.272727,0.272727,0,5,4500
11848,656.2,656.2,0,1,1,0,12,4500
11849,0,0,0,0,0,0,0,8500
11850,322.29,0,322.29,0.916667,0,0.833333,13,1200
11851,2971.56,1671.6,1299.96,0.916667,0.333333,0.833333,31,13500
11852,376.04,222,154.04,0.5,0.083333,0.5,8,3000
11853,151.33,151.33,0,0.166667,0.166667,0,3,5000
11854,339.75,0,339.75,0.25,0,0.25,3,10500
11855,0,0,0,0,0,0,0,12000
11856,1788.1,921.1,867,0.833333,0.25,0.833333,22,1500
11857,1394.93,576.13,818.8,1,0.333333,1,37,5000
11858,25.26,25.26,0,0.083333,0.083333,0,1,3100
11859,0,0,0,0,0,0,0,6500
11860,0,0,0,0,0,0,0,1500
11861,0,0,0,0,0,0,0,7500
11862,0,0,0,0,0,0,0,1700
11863,807.72,0,807.72,1,0,1,36,1500
11864,519,519,0,0.083333,0.083333,0,1,4000
11865,363.18,363.18,0,1,1,0,13,2000
11866,1074.29,249.21,825.08,1,0.166667,1,21,5000
11867,151.64,151.64,0,0.090909,0.090909,0,1,1500
11868,154.53,115.8,38.73,0.375,0.25,0.375,8,2500
11869,99.75,34.32,65.43,0.083333,0.083333,0.083333,3,6000
11870,0,0,0,0,0,0,0,5500
11871,0,0,0,0,0,0,0,8000
11872,105,105,0,0.083333,0.083333,0,1,4000
11873,663.04,663.04,0,0.75,0.75,0,24,2500
11874,1067.85,669.21,398.64,1,0.583333,1,21,10000
11875,1340.83,695.04,645.79,0.666667,0.416667,0.5,28,2000
11876,100,100,0,0.083333,0.083333,0,1,1700
11877,6133.01,4045.67,2087.34,1,1,1,115,12500
11878,0,0,0,0,0,0,0,4000
11879,0,0,0,0,0,0,0,1200
11880,431.96,290,141.96,0.583333,0.166667,0.416667,9,2500
11881,846.06,312.4,533.66,1,0.166667,0.916667,21,9000
11882,361,0,361,0.833333,0,0.75,20,1800
11883,2559.41,2469.41,90,0.5,0.333333,0.166667,8,4000
11884,3393.73,1702.72,1691.01,1,0.833333,1,71,10000
11885,0,0,0,0,0,0,0,3500
11886,1219.85,878.7,341.15,1,1,0.75,23,5000
11887,2537.67,1774.91,762.76,0.916667,0.75,0.666667,39,7000
11888,747.55,0,747.55,0.818182,0,0.818182,9,2500
11889,674.85,501.85,173,0.666667,0.166667,0.666667,24,5500
11890,241.27,241.27,0,0.083333,0.083333,0,1,2500
11892,0,0,0,0,0,0,0,5000
11893,209.07,209.07,0,0.083333,0.083333,0,1,11500
11894,415.04,0,415.04,0.5,0,0.5,6,7500
11895,918.6,603.6,315,0.75,0.416667,0.583333,17,7500
11896,612.1,0,612.1,0.666667,0,0.666667,25,12000
11897,5219.95,2568.35,2651.6,1,0.833333,1,66,7500
11898,638.61,0.01,638.6,0.583333,0.083333,0.583333,12,12000
11899,736.91,32.71,704.2,0.583333,0.083333,0.5,8,6000
11900,55.49,0,55.49,0.416667,0,0.416667,7,1000
11901,878.64,757.8,120.84,0.75,0.75,0.166667,20,1200
11902,279.36,0,279.36,0.666667,0,0.666667,16,6000
11903,4974.27,3825.87,1148.4,1,0.25,1,33,5000
11904,369.36,0,369.36,1,0,1,12,1500
11905,2196.54,1037.8,1158.74,1,0.333333,1,44,1000
11906,2352,1161.47,1190.53,1,0.833333,1,50,12500
11907,0,0,0,0,0,0,0,1500
11908,828.14,301,527.14,0.416667,0.333333,0.166667,9,2600
11909,508.94,508.94,0,1,1,0,12,3000
11910,319.62,319.62,0,0.666667,0.666667,0,13,3500
11911,400,400,0,0.083333,0.083333,0,1,3000
11912,5596.11,2880.91,2715.2,1,0.583333,1,110,16000
11913,820.42,820.42,0,0.666667,0.666667,0,19,3000
11914,104,104,0,0.090909,0.090909,0,1,6000
11915,66.49,0,66.49,0.166667,0,0.166667,3,3000
11916,358.91,152,206.91,1,0.25,1,39,5000
11917,0,0,0,0,0,0,0,9000
11918,2465.92,1676.11,789.81,1,0.75,1,41,12000
11919,0,0,0,0,0,0,0,10500
11920,286.4,231.29,55.11,0.5,0.25,0.166667,6,8500
11921,653.21,0,653.21,1,0,1,30,3000
11922,2481.64,0,2481.64,1,0,1,41,4000
11924,226.9,0,226.9,0.833333,0,0.75,25,1200
11925,502.33,424,78.33,0.416667,0.166667,0.166667,5,2500
11926,996.64,860.5,136.14,0.916667,0.666667,0.416667,27,14500
11927,320.72,0,320.72,0.916667,0,0.916667,20,1200
11928,0,0,0,0,0,0,0,3000
11929,2102.51,721.67,1380.84,0.916667,0.333333,0.916667,37,15000
11930,550.08,0,550.08,0.25,0,0.166667,4,6000
11931,0,0,0,0,0,0,0,1500
11932,3975,3975,0,0.416667,0.416667,0,5,4000
11933,2228.35,1600.99,627.36,0.75,0.666667,0.583333,29,12000
11934,0,0,0,0,0,0,0,1200
11935,345.66,45.65,300.01,0.75,0.083333,0.75,10,1000
11936,0,0,0,0,0,0,0,1500
11937,954.15,425.35,528.8,0.833333,0.25,0.666667,12,1200
11938,389.24,0,389.24,0.666667,0,0.583333,11,8500
11939,0,0,0,0,0,0,0,1200
11940,636.15,0,636.15,0.833333,0,0.75,16,10000
11941,581.21,0,581.21,0.333333,0,0.333333,11,4000
11942,1585.79,1257.32,328.47,1,0.416667,1,22,3000
11943,1194.15,987.59,206.56,1,0.25,0.916667,52,4050
11944,90.51,90.51,0,0.083333,0.083333,0,1,6500
11945,109.16,0,109.16,0.083333,0,0.083333,1,6000
11946,744.09,689.09,55,1,1,0.166667,19,7500
11947,717.14,649.14,68,0.5,0.333333,0.083333,7,12500
11948,0,0,0,0,0,0,0,10000
11949,1160.65,1160.65,0,0.5,0.5,0,8,13000
11950,421.04,341,80.04,0.333333,0.083333,0.333333,6,4000
11951,329.38,23.65,305.73,0.333333,0.083333,0.25,7,10500
11952,0,0,0,0,0,0,0,1500
11953,615.16,0,615.16,0.833333,0,0.833333,44,14000
11954,1260.13,1260.13,0,0.2,0.2,0,3,6500
11955,3278.42,1640.05,1638.37,1,0.666667,1,147,6000
11956,45.45,45.45,0,0.083333,0.083333,0,2,4000
11957,0,0,0,0,0,0,0,2100
11958,233.31,0,233.31,1,0,0.857143,7,1500
11959,1304.96,1304.96,0,0.25,0.25,0,7,7500
11960,1035.05,64.9,970.15,0.75,0.083333,0.666667,10,3000
11961,94,94,0,0.25,0.25,0,3,5500
11962,82.04,0,82.04,0.5,0,0.5,6,2000
11963,0,0,0,0,0,0,0,9500
11964,3005.89,2438.85,567.04,0.916667,0.75,0.75,40,5500
11965,4474.43,3544.31,930.12,0.916667,0.75,0.416667,44,5500
11966,0,0,0,0,0,0,0,8500
11967,0,0,0,0,0,0,0,6500
11968,1886.21,1230.31,655.9,1,1,1,65,3000
11969,202.31,116.09,86.22,0.333333,0.166667,0.166667,5,9500
11970,999.19,586.29,412.9,0.583333,0.25,0.416667,16,7500
11971,794.1,0,794.1,0.833333,0,0.75,10,9500
11972,517.08,282.6,234.48,0.75,0.333333,0.583333,13,1200
11973,438.22,263.5,174.72,0.416667,0.25,0.166667,6,3000
11974,5539.68,2603.79,2935.89,1,0.916667,1,273,6000
11975,670.5,516.9,153.6,0.545455,0.272727,0.363636,9,7000
11976,760.36,89,671.36,1,0.083333,1,17,2500
11977,1522.72,1059.38,463.34,1,0.833333,1,38,9500
11978,0,0,0,0,0,0,0,3500
11979,1085.85,1025.19,60.66,0.5,0.5,0.166667,19,6000
11980,1366.74,95.94,1270.8,1,0.083333,1,20,6300
11981,0,0,0,0,0,0,0,8000
11982,0,0,0,0,0,0,0,13000
11983,529.34,186.03,343.31,0.833333,0.166667,0.583333,17,1200
11984,478.28,189.03,289.25,0.545455,0.181818,0.363636,7,2400
11985,294.75,0,294.75,0.75,0,0.75,11,4000
11986,0,0,0,0,0,0,0,9500
11987,98,98,0,0.125,0.125,0,1,7000
11988,417.96,0,417.96,1,0,1,13,2000
11989,143.36,0,143.36,0.666667,0,0.666667,8,1500
11990,0,0,0,0,0,0,0,1500
11991,419.56,74,345.56,1,0.25,0.916667,26,3000
11992,612,76,536,0.916667,0.083333,0.833333,14,2500
11993,296.4,0,296.4,1,0,1,12,6000
11994,0,0,0,0,0,0,0,1950
11995,0,0,0,0,0,0,0,7000
11996,0,0,0,0,0,0,0,2500
11997,0,0,0,0,0,0,0,1500
11998,878.11,159.91,718.2,1,0.25,0.916667,16,15000
11999,0,0,0,0,0,0,0,5000
12000,0,0,0,0,0,0,0,6500
12001,176.73,109,67.73,0.333333,0.083333,0.166667,4,5000
12002,280,280,0,0.125,0.125,0,1,3000
12004,45.65,45.65,0,0.083333,0.083333,0,1,1500
12005,280.24,280.24,0,0.125,0.125,0,2,11000
12006,7194.53,6678.26,516.27,1,1,1,69,15500
12007,1885.94,75,1810.94,0.916667,0.083333,0.916667,29,8500
12008,918.67,918.67,0,0.583333,0.583333,0,22,1800
12009,702.4,265.6,436.8,1,0.25,1,28,7500
12010,125,0,125,0.833333,0,0.75,10,3000
12011,1455.97,412.69,1043.28,0.916667,0.333333,0.833333,39,1800
12012,518.17,71.9,446.27,1,0.166667,1,35,4000
12013,0,0,0,0,0,0,0,4000
12014,0,0,0,0,0,0,0,3666.666667
12015,217.9,118.9,99,1,0.083333,1,25,7500
12016,5189.51,3609.24,1580.27,1,1,0.833333,102,7500
12017,2090.47,1965.41,125.06,0.5,0.5,0.416667,21,15000
12018,15.4,15.4,0,0.083333,0.083333,0,1,200
12019,662.4,108.71,553.69,1,0.222222,0.888889,23,1000
12020,711.72,617.4,94.32,1,0.916667,1,23,8500
12021,102.48,0,102.48,0.583333,0,0.583333,28,3000
12022,2173.99,1556.19,617.8,0.666667,0.583333,0.5,33,8500
12023,286.19,58,228.19,0.416667,0.083333,0.416667,7,1700
12024,9683.28,7253.28,2430,0.75,0.5,0.25,15,12500
12025,32,32,0,0.083333,0.083333,0,1,9000
12026,360,0,360,1,0,0.888889,9,5000
12027,486.01,486.01,0,0.833333,0.833333,0,13,7000
12028,0,0,0,0,0,0,0,1200
12029,0,0,0,0,0,0,0,2100
12030,243.48,0,243.48,1,0,1,12,1500
12031,2083.25,0,2083.25,0.75,0,0.666667,22,6000
12032,17.8,17.8,0,0.083333,0.083333,0,1,2500
12033,266.25,0,266.25,0.454545,0,0.454545,5,7500
12034,0,0,0,0,0,0,0,2500
12035,1695,0,1695,0.333333,0,0.25,10,2000
12036,1103.86,253.99,849.87,1,0.25,1,34,6500
12037,0,0,0,0,0,0,0,4000
12038,922.64,876.3,46.34,1,1,0.083333,16,9500
12039,333.08,333.08,0,0.416667,0.416667,0,7,12500
12040,363.52,124.51,239.01,0.833333,0.166667,0.666667,11,9100
12041,96.12,0,96.12,0.833333,0,0.833333,10,1500
12042,2437.8,1788.3,649.5,1,1,0.5,30,7500
12043,55,55,0,0.083333,0.083333,0,1,3000
12044,1500,1500,0,0.083333,0.083333,0,1,3000
12045,921.18,469.78,451.4,0.25,0.166667,0.166667,9,4500
12046,1370.21,937.65,432.56,1,1,0.416667,18,12000
12047,0,0,0,0,0,0,0,10000
12048,987.23,0,987.23,1,0,1,17,2500
12049,3724.25,3301.53,422.72,1,0.833333,1,39,4000
12050,0,0,0,0,0,0,0,3500
12051,0,0,0,0,0,0,0,9000
12052,420.89,45.65,375.24,1,0.083333,1,13,1000
12053,674.57,674.57,0,0.75,0.75,0,11,1600
12054,15704.04,12618.86,3085.18,1,0.916667,0.916667,185,3000
12055,98,98,0,0.083333,0.083333,0,1,1800
12056,963.21,963.21,0,1,1,0,11,2100
12057,161.5,161.5,0,0.166667,0.166667,0,3,3700
12058,37.65,37.65,0,0.083333,0.083333,0,1,7500
12059,1014.21,264.42,749.79,0.777778,0.444444,0.666667,20,1500
12060,1823.5,1686,137.5,1,0.75,0.75,23,7100
12061,0,0,0,0,0,0,0,1600
12062,293.5,49,244.5,0.666667,0.083333,0.583333,11,1500
12063,0,0,0,0,0,0,0,18000
12064,0,0,0,0,0,0,0,10000
12065,0,0,0,0,0,0,0,1950
12066,0,0,0,0,0,0,0,11000
12067,1003.95,408.83,595.12,0.583333,0.166667,0.5,15,11000
12068,1115,1115,0,0.083333,0.083333,0,1,1800
12069,32.35,32.35,0,0.083333,0.083333,0,1,14000
12070,704.4,0,704.4,1,0,0.916667,21,1200
12071,0,0,0,0,0,0,0,4200
12072,1234.5,653,581.5,0.583333,0.333333,0.416667,14,3000
12073,463.01,373.65,89.36,0.416667,0.25,0.25,11,1000
12074,581.8,520,61.8,0.25,0.083333,0.166667,3,8500
12075,1159.15,119,1040.15,1,0.083333,1,28,4750
12076,485.6,303.6,182,0.333333,0.083333,0.25,7,4500
12077,0,0,0,0,0,0,0,8000
12078,9321.13,4678.79,4642.34,1,1,1,171,15000
12079,1907.96,803.17,1104.79,1,0.583333,1,36,10000
12080,246.75,246.75,0,0.416667,0.416667,0,5,11000
12081,1875.54,546.14,1329.4,1,0.333333,1,52,3900
12082,0,0,0,0,0,0,0,7000
12083,320.8,0,320.8,0.833333,0,0.75,10,10000
12084,245,0,245,0.666667,0,0.583333,10,1500
12085,689.4,689.4,0,1,1,0,12,3500
12086,1658.81,45.65,1613.16,1,0.083333,1,49,1000
12087,6562.24,4892.43,1669.81,1,1,1,114,8000
12088,9362.96,5098.75,4264.21,1,0.916667,1,103,7500
12089,60,60,0,0.083333,0.083333,0,1,11000
12090,114.49,114.49,0,0.083333,0.083333,0,1,7500
12091,1497.02,1497.02,0,0.75,0.75,0,14,4000
12092,3721.39,3721.39,0,0.5,0.5,0,26,4000
12093,403.3,303.1,100.2,0.666667,0.416667,0.333333,14,7500
12094,1029.94,0,1029.94,1,0,1,18,2000
12095,720.48,0,720.48,0.833333,0,0.75,15,2300
12096,807.66,325,482.66,0.916667,0.166667,0.666667,11,16000
12097,1207.24,979.36,227.88,0.166667,0.166667,0.083333,18,7000
12098,0,0,0,0,0,0,0,1500
12099,0,0,0,0,0,0,0,4500
12100,299.83,117.39,182.44,1,0.166667,0.916667,21,1800
12101,0,0,0,0,0,0,0,7500
12102,86.1,86.1,0,0.125,0.125,0,1,4500
12103,2527.04,796.66,1730.38,1,0.333333,1,92,5000
12104,150,0,150,0.416667,0,0.333333,5,1200
12105,469.92,0,469.92,1,0,1,12,1000
12107,69,69,0,0.083333,0.083333,0,1,1200
12108,2,2,0,0.083333,0.083333,0,1,2500
12109,529,529,0,0.166667,0.166667,0,5,6000
12110,5848.99,2604,3244.99,1,0.583333,1,119,5000
12111,1937.7,1937.7,0,1,1,0,30,2000
12112,158.2,0,158.2,0.3,0,0.2,3,6000
12113,0,0,0,0,0,0,0,1500
12114,0,0,0,0,0,0,0,4500
12115,5930.99,3862.79,2068.2,1,0.916667,1,168,11500
12116,92.46,0,92.46,0.5,0,0.416667,6,300
12117,324.18,293,31.18,0.333333,0.166667,0.25,6,9500
12118,5747.76,4021.77,1725.99,1,0.583333,1,81,8000
12119,4342.07,4247.87,94.2,0.833333,0.666667,0.166667,20,11000
12120,0,0,0,0,0,0,0,3000
12121,329.9,257,72.9,0.333333,0.166667,0.166667,6,1800
12122,90.01,90.01,0,0.166667,0.166667,0,3,8000
12124,3805.44,2715.52,1089.92,1,0.416667,1,24,1500
12125,554.16,500,54.16,0.142857,0.142857,0.142857,3,1200
12127,0,0,0,0,0,0,0,3000
12128,0,0,0,0,0,0,0,10000
12129,19.98,19.98,0,0.083333,0.083333,0,2,5500
12130,205.89,205.89,0,0.25,0.25,0,3,1600
12131,44.7,0,44.7,0.285714,0,0.142857,2,9000
12132,98.08,68.42,29.66,0.166667,0.166667,0.083333,3,1500
12133,1567.25,60.2,1507.05,1,0.083333,1,232,7000
12134,4240.41,4240.41,0,0.333333,0.333333,0,4,6000
12135,698.91,75,623.91,1,0.083333,1,38,5000
12136,0,0,0,0,0,0,0,6500
12137,4537.12,4285.11,252.01,1,0.75,0.833333,56,2500
12138,247.31,0,247.31,0.583333,0,0.5,7,4000
12139,55.5,0,55.5,0.166667,0,0.166667,2,1200
12140,4574.79,4149.47,425.32,1,0.583333,0.833333,46,9500
12141,0.01,0.01,0,0.090909,0.090909,0,1,3000
12142,355.16,0,355.16,1,0,0.916667,12,2500
12143,5132.08,4664.84,467.24,1,1,0.583333,66,10000
12144,712.87,712.87,0,0.083333,0.083333,0,1,4500
12145,972.09,43,929.09,1,0.083333,1,26,10500
12146,673.15,574.28,98.87,0.833333,0.25,0.75,14,12000
12147,2238,1170,1068,0.75,0.583333,0.416667,22,6500
12148,3111.44,1671.09,1440.35,1,0.5,1,50,6000
12149,0,0,0,0,0,0,0,7500
12150,3150,2430,720,1,0.083333,1,14,2500
12151,57,0,57,0.25,0,0.166667,3,1200
12152,560.98,427.22,133.76,1,0.727273,0.363636,20,10100
12153,1138.85,0,1138.85,0.416667,0,0.333333,5,4500
12154,4029.24,2926.43,1102.81,1,1,1,102,12500
12155,0,0,0,0,0,0,0,6500
12156,465.36,465.36,0,0.25,0.25,0,4,12000
12157,0,0,0,0,0,0,0,1500
12158,4911.41,4005.81,905.6,0.75,0.75,0.25,63,6000
12159,180,0,180,1,0,1,12,1000
12160,1348.08,230.43,1117.65,1,0.583333,1,50,12000
12161,4767.11,2024.6,2742.51,1,0.25,1,95,6000
12162,0,0,0,0,0,0,0,9500
12163,0,0,0,0,0,0,0,1200
12164,143.12,143.12,0,0.1,0.1,0,1,1200
12165,266.71,0,266.71,0.416667,0,0.416667,5,2000
12166,0,0,0,0,0,0,0,6000
12167,0,0,0,0,0,0,0,11500
12168,717.92,122.86,595.06,0.5,0.166667,0.416667,10,13000
12169,652.13,567.76,84.37,0.5,0.416667,0.083333,10,6000
12170,72.84,72.84,0,0.083333,0.083333,0,1,3000
12171,0,0,0,0,0,0,0,3000
12172,0,0,0,0,0,0,0,8500
12173,852.26,265.92,586.34,1,1,0.25,20,18500
12174,0,0,0,0,0,0,0,1800
12175,2310.21,1660.51,649.7,1,1,0.916667,67,3000
12176,888.85,278.63,610.22,1,0.166667,1,27,3500
12177,0,0,0,0,0,0,0,2100
12178,1827.62,1408.82,418.8,0.833333,0.5,0.666667,34,1200
12179,796.11,796.11,0,0.083333,0.083333,0,1,6000
12180,2461.9,2461.9,0,0.166667,0.166667,0,13,5000
12181,2055.13,302.05,1753.08,1,0.916667,1,74,7500
12182,1122.17,802.77,319.4,1,1,0.333333,29,6000
12183,0,0,0,0,0,0,0,1800
12184,0,0,0,0,0,0,0,4500
12185,0,0,0,0,0,0,0,3000
12186,0,0,0,0,0,0,0,6500
12187,0,0,0,0,0,0,0,1500
12188,568.3,0,568.3,0.833333,0,0.75,10,3000
12189,94.7,94.7,0,0.166667,0.166667,0,2,1200
12190,875.05,509.9,365.15,1,0.5,1,29,2600
12191,2252.77,238,2014.77,1,0.333333,1,30,10000
12192,477.5,193.5,284,0.583333,0.166667,0.333333,17,3000
12194,1060.99,1040.99,20,0.166667,0.083333,0.083333,4,1300
12195,739.98,0,739.98,0.5,0,0.416667,6,9500
12196,3866.29,808.12,3058.17,1,1,1,95,7500
12197,83,38,45,0.333333,0.083333,0.166667,4,2500
12198,0,0,0,0,0,0,0,7500
12199,3157.86,1178.02,1979.84,1,0.916667,1,31,7000
12200,60,60,0,0.083333,0.083333,0,1,2300
12201,84,0,84,1,0,1,12,1000
12202,279,0,279,0.333333,0,0.25,4,1400
12203,1664.95,64.17,1600.78,1,0.166667,1,55,4000
12204,344.86,344.86,0,0.25,0.25,0,4,8500
12205,1849.26,1616.76,232.5,1,1,0.5,19,7000
12206,0,0,0,0,0,0,0,3000
12207,1674.11,649,1025.11,1,0.333333,1,43,11500
12208,2569.94,2569.94,0,0.363636,0.363636,0,8,5000
12209,153.11,153.11,0,0.2,0.2,0,2,9000
12210,6814.47,6814.47,0,1,1,0,15,13000
12211,843.03,0,843.03,0.583333,0,0.583333,7,2200
12212,78.47,0,78.47,0.5,0,0.416667,7,8500
12213,4019.28,4019.28,0,0.833333,0.833333,0,19,4500
12214,542.96,452.96,90,0.833333,0.416667,0.416667,13,2500
12215,0,0,0,0,0,0,0,3000
12216,0,0,0,0,0,0,0,6500
12217,435.08,435.08,0,0.916667,0.916667,0,15,7500
12218,197,0,197,0.5,0,0.416667,6,1000
12219,2514.74,1597.67,917.07,1,1,0.833333,53,5500
12220,714.68,402.68,312,1,0.083333,1,14,5000
12221,802.1,802.1,0,0.916667,0.916667,0,21,13000
12222,0,0,0,0,0,0,0,4500
12223,0,0,0,0,0,0,0,3000
12224,2635.9,2116.92,518.98,1,0.75,0.75,54,4500
12225,1699.87,1262.04,437.83,1,0.666667,0.75,31,1800
12226,431.93,133.5,298.43,0.583333,0.25,0.5,21,19600
12227,780,780,0,0.166667,0.166667,0,2,3200
12228,839.14,419.88,419.26,0.833333,0.333333,0.666667,16,6000
12229,1850.23,0,1850.23,1,0,0.916667,18,14000
12230,50,50,0,0.083333,0.083333,0,1,3500
12231,1967.86,558.69,1409.17,1,0.5,1,140,11500
12232,1313.26,0,1313.26,1,0,1,28,11500
12233,0,0,0,0,0,0,0,1800
12234,0,0,0,0,0,0,0,5000
12235,504,0,504,1,0,0.916667,20,2500
12236,493.5,493.5,0,0.25,0.25,0,3,4000
12237,133.16,0,133.16,0.166667,0,0.083333,2,16000
12238,0,0,0,0,0,0,0,1600
12239,1907.2,0,1907.2,0.833333,0,0.833333,10,9500
12240,0,0,0,0,0,0,0,1200
12241,0,0,0,0,0,0,0,5000
12242,552.09,95,457.09,1,0.083333,0.833333,13,12000
12243,284.13,0,284.13,0.916667,0,0.916667,11,4000
12244,2402.64,537.21,1865.43,1,1,1,48,8500
12246,174.12,0,174.12,1,0,1,12,4000
12247,548,548,0,0.25,0.25,0,7,5000
12248,0,0,0,0,0,0,0,2100
12249,250,250,0,0.083333,0.083333,0,1,3000
12250,883.94,741.44,142.5,1,1,0.25,15,6000
12251,1650.52,0,1650.52,1,0,1,21,2500
12252,0,0,0,0,0,0,0,3000
12253,1015.91,293.41,722.5,0.916667,0.333333,0.833333,23,10500
12254,237.99,237.99,0,0.166667,0.166667,0,2,4500
12255,1261.99,1141.99,120,0.5,0.416667,0.416667,16,3000
12256,2405.97,2182.22,223.75,1,0.916667,0.416667,36,10000
12257,0,0,0,0,0,0,0,6000
12258,0,0,0,0,0,0,0,3500
12260,0,0,0,0,0,0,0,2500
12261,0,0,0,0,0,0,0,3000
12262,160,160,0,0.083333,0.083333,0,1,3000
12263,1,1,0,0.083333,0.083333,0,1,7000
12264,542.94,0,542.94,0.416667,0,0.416667,8,4000
12265,0,0,0,0,0,0,0,13000
12266,958.73,0,958.73,0.916667,0,0.833333,30,1500
12267,59.4,59.4,0,0.083333,0.083333,0,1,10000
12268,273.8,273.8,0,0.083333,0.083333,0,1,5500
12269,0,0,0,0,0,0,0,4000
12270,282.62,33.62,249,0.416667,0.083333,0.25,5,6000
12271,73.8,0,73.8,0.333333,0,0.333333,4,2000
12272,2289.92,1584.4,705.52,0.75,0.583333,0.416667,37,10500
12273,3591.81,2452.56,1139.25,1,0.818182,0.818182,74,10450
12274,3387.47,1938.13,1449.34,1,1,1,86,8500
12275,793.1,793.1,0,0.583333,0.583333,0,13,10000
12276,254.37,0,254.37,0.75,0,0.666667,10,4000
12277,2338.83,2338.83,0,0.916667,0.916667,0,42,7500
12278,324.6,0,324.6,1,0,1,12,3000
12279,90,90,0,0.083333,0.083333,0,1,11150
12280,0,0,0,0,0,0,0,1500
12281,2217.94,990.46,1227.48,1,0.166667,1,16,10500
12282,22.68,0,22.68,0.083333,0,0.083333,1,11500
12283,8.4,8.4,0,1,1,0,12,7500
12284,0,0,0,0,0,0,0,6500
12285,1109.91,1109.91,0,0.5,0.5,0,21,9500
12286,2555.91,694.89,1861.02,1,0.363636,0.727273,20,5000
12287,2289.42,1227.08,1062.34,1,1,0.666667,37,9500
12288,565,565,0,0.25,0.25,0,3,2200
12289,2061.55,369.55,1692,1,1,1,30,8500
12291,0,0,0,0.333333,0,0.333333,0,4000
12292,184.68,0,184.68,1,0,1,12,2900
12293,55.55,0,55.55,0.1,0,0.1,1,6000
12294,0,0,0,0,0,0,0,1800
12295,2746.84,2170,576.84,1,0.916667,0.916667,59,2500
12296,1219.39,464.39,755,0.666667,0.166667,0.416667,8,2000
12297,0,0,0,0,0,0,0,1500
12298,318.79,318.79,0,0.2,0.2,0,2,6000
12299,0,0,0,0,0,0,0,600
12300,872.94,137.3,735.64,0.916667,0.333333,0.916667,24,10000
12301,388.54,0,388.54,0.416667,0,0.416667,5,12000
12302,1798.66,1364.22,434.44,0.916667,0.583333,0.916667,36,9000
12303,279.56,0,279.56,0.666667,0,0.583333,8,3000
12304,0,0,0,0,0,0,0,2000
12305,2417.91,2303.91,114,0.583333,0.5,0.166667,21,8000
12306,826.77,664.21,162.56,1,1,0.333333,18,1500
12307,0,0,0,0,0,0,0,1000
12308,916.46,527.78,388.68,0.583333,0.416667,0.333333,12,10500
12309,251.38,101.28,150.1,0.909091,0.181818,0.909091,12,7500
12310,0,0,0,0,0,0,0,12000
12311,1196.35,945.79,250.56,1,1,0.5,37,5500
12312,1443.33,1443.33,0,0.083333,0.083333,0,1,6000
12313,400,400,0,0.083333,0.083333,0,1,4000
12314,899.58,413.28,486.3,1,0.25,1,34,2500
12315,1224.99,0,1224.99,1,0,1,26,7500
12316,0,0,0,0,0,0,0,1800
12317,112.57,112.57,0,0.25,0.25,0,3,1800
12318,0,0,0,0,0,0,0,2000
12319,1245.33,1245.33,0,0.5,0.5,0,18,7000
12320,140.2,140.2,0,1,1,0,12,6500
12321,3618.19,2804.79,813.4,1,1,0.5,40,15000
12322,270.97,107.15,163.82,0.333333,0.333333,0.25,7,10000
12323,792.14,703.58,88.56,0.916667,0.5,0.75,18,1500
12324,453.91,318.91,135,0.583333,0.333333,0.25,8,6000
12325,654,300,354,1,0.166667,1,17,2400
12326,540,540,0,0.818182,0.818182,0,9,4000
12327,1910.13,1852.06,58.07,1,0.916667,0.166667,35,13000
12329,687.97,542.97,145,0.416667,0.083333,0.25,11,7500
12330,5835.57,3974.7,1860.87,1,0.833333,0.75,53,9000
12331,1060,1060,0,0.111111,0.111111,0,1,2100
12332,11507.4,5904.78,5602.62,1,1,1,148,10500
12333,290,0,290,0.75,0,0.583333,9,6000
12334,80,80,0,0.083333,0.083333,0,1,15000
12335,45.65,45.65,0,0.083333,0.083333,0,1,1000
12336,6842.23,4938.13,1904.1,1,1,1,112,3500
12337,211.22,83,128.22,0.6,0.1,0.5,6,3500
12338,470.54,139.38,331.16,0.75,0.333333,0.583333,14,10000
12339,1450,1450,0,0.125,0.125,0,1,1500
12340,170.07,118.2,51.87,0.166667,0.166667,0.166667,2,6000
12341,105.78,105.78,0,0.416667,0.416667,0,6,3500
12342,330.89,71.4,259.49,0.5,0.083333,0.416667,7,6000
