id_chamada;data;agente;tipo_solicitacao;atendido;resolvido;duracao_conversa;tempo_espera;indice_satisfacao
ID0948;17/01/2015 14:31;Stewart;Informacao;N;N;58;;
ID0949;17/01/2015 15:00;Greg;RegistroSinistro;N;N;82;;
ID0950;17/01/2015 15:00;Dan;RegistroSinistro;S;S;153;;BOM
ID0951;17/01/2015 15:01;Dan;Sugestao;S;S;73;370.00;RUIM
ID0952;17/01/2015 15:01;Diane;Reclamacao;S;S;;;BOM
ID0953;17/01/2015 15:21;Joe;Informacao;S;S;361;1820.00;RUIM
ID0954;17/01/2015 15:21;Greg;Reclamacao;S;S;309;790.00;RUIM
ID0955;17/01/2015 16:22;Stewart;Cotacao;S;S;240;61.20;BOM
ID0956;17/01/2015 16:22;Stewart;Sugestao;S;S;82;720.00;RUIM
ID0957;17/01/2015 16:24;Joe;RegistroSinistro;S;S;267;;BOM
ID0958;17/01/2015 16:24;Martha;Cotacao;S;S;;;BOM
ID0959;17/01/2015 16:29;Becky;Sugestao;S;S;249;66.60;BOM
ID0960;17/01/2015 16:29;Martha;Sugestao;N;N;330;;
ID0961;17/01/2015 17:06;Jim;Informacao;S;S;;;RUIM
ID0962;17/01/2015 17:06;Diane;Reclamacao;S;S;185;;BOM
ID0963;17/01/2015 17:16;Becky;RegistroSinistro;N;N;374;;
ID0964;17/01/2015 17:16;Diane;Reclamacao;S;N;135;310.00;RUIM
ID0965;17/01/2015 17:21;Dan;Sugestao;S;S;59;;BOM
ID0966;17/01/2015 17:21;Greg;Informacao;S;S;;;BOM
ID0967;17/01/2015 17:54;Becky;Reclamacao;S;S;257;51.00;BOM
ID0968;17/01/2015 17:54;Jim;RegistroSinistro;S;S;337;;BOM
ID0969;18/01/2015 09:24;Joe;Reclamacao;S;S;119;55.20;BOM
ID0970;18/01/2015 09:24;Greg;Informacao;S;N;;;BOM
ID0971;18/01/2015 09:24;Joe;Reclamacao;S;S;132;;BOM
ID0972;18/01/2015 09:24;Dan;Informacao;N;N;331;;
ID0973;18/01/2015 09:31;Jim;Reclamacao;S;S;130;9.00;BOM
ID0974;18/01/2015 09:31;Jim;Cotacao;N;N;;;
ID0975;18/01/2015 09:36;Diane;Reclamacao;N;N;;;
ID0976;18/01/2015 09:36;Jim;RegistroSinistro;S;S;64;;BOM
ID0977;18/01/2015 10:16;Stewart;Informacao;S;S;;;BOM
ID0978;18/01/2015 10:16;Joe;Reclamacao;S;S;188;940.00;RUIM
ID0979;18/01/2015 11:28;Martha;RegistroSinistro;N;N;127;;
ID0980;18/01/2015 11:28;Dan;Sugestao;S;S;388;;BOM
ID0981;18/01/2015 11:47;Stewart;Sugestao;N;N;360;;
ID0982;18/01/2015 11:47;Jim;RegistroSinistro;S;S;267;400.00;RUIM
ID0983;18/01/2015 11:51;Greg;Sugestao;S;S;313;;BOM
ID0984;18/01/2015 11:51;Jim;RegistroSinistro;S;N;331;1920.00;RUIM
ID0985;18/01/2015 11:55;Becky;Reclamacao;S;S;113;2240.00;RUIM
ID0986;18/01/2015 11:55;Diane;Reclamacao;S;S;311;;BOM
ID0987;18/01/2015 11:57;Greg;Cotacao;S;N;65;50.00;BOM
ID0988;18/01/2015 11:57;Diane;RegistroSinistro;S;S;;;RUIM
ID0989;18/01/2015 11:58;Diane;Informacao;S;S;150;;BOM
ID0990;18/01/2015 11:58;Jim;RegistroSinistro;S;S;399;400.00;RUIM
ID0991;18/01/2015 12:00;Jim;Informacao;S;S;250;;BOM
ID0992;18/01/2015 12:00;Jim;Sugestao;S;S;313;61.20;BOM
ID0993;18/01/2015 12:34;Stewart;Informacao;N;N;319;;
ID0994;18/01/2015 12:34;Dan;Cotacao;N;N;;;
ID0995;18/01/2015 12:37;Becky;RegistroSinistro;N;N;392;;
ID0996;18/01/2015 12:37;Becky;Reclamacao;S;N;293;1130.00;RUIM
ID0997;18/01/2015 12:38;Joe;Sugestao;S;S;70;18.00;BOM
ID0998;18/01/2015 12:38;Greg;Reclamacao;S;S;76;22.20;BOM
ID0999;18/01/2015 12:41;Stewart;RegistroSinistro;S;S;366;340.00;RUIM
ID1000;18/01/2015 12:41;Becky;Reclamacao;S;S;194;;BOM
ID1001;18/01/2015 12:48;Martha;Sugestao;S;S;;;BOM
ID1002;18/01/2015 12:48;Dan;Sugestao;S;N;309;16.80;BOM
ID1003;18/01/2015 13:10;Dan;RegistroSinistro;S;S;413;;BOM
ID1004;18/01/2015 13:10;Jim;Cotacao;N;N;64;;
ID1005;18/01/2015 13:10;Martha;Reclamacao;S;S;;;BOM
ID1006;18/01/2015 13:10;Dan;Informacao;S;N;390;9.60;BOM
ID1007;18/01/2015 14:58;Martha;Informacao;S;S;409;;BOM
ID1008;18/01/2015 14:58;Joe;Cotacao;N;N;;;
ID1009;18/01/2015 15:18;Stewart;RegistroSinistro;S;S;254;;BOM
ID1010;18/01/2015 15:18;Becky;Informacao;N;N;178;;
ID1011;18/01/2015 15:50;Jim;Reclamacao;N;N;;;
ID1012;18/01/2015 15:50;Greg;RegistroSinistro;S;S;282;46.20;BOM
ID1013;18/01/2015 16:12;Stewart;Reclamacao;S;S;287;54.60;BOM
ID1014;18/01/2015 16:12;Joe;Informacao;S;N;270;;BOM
ID1015;18/01/2015 16:49;Stewart;Cotacao;S;S;207;31.50;BOM
ID1016;18/01/2015 16:49;Joe;Cotacao;S;S;121;8.50;BOM
ID1017;18/01/2015 17:13;Jim;Reclamacao;S;S;127;200.00;RUIM
ID1018;18/01/2015 17:13;Greg;Cotacao;S;S;315;50.50;BOM
ID1019;18/01/2015 17:18;Joe;Informacao;S;N;44;2180.00;RUIM
ID1020;18/01/2015 17:18;Stewart;Cotacao;S;S;245;;BOM
ID1021;18/01/2015 17:18;Stewart;Reclamacao;S;S;45;660.00;RUIM
ID1022;18/01/2015 17:18;Becky;Sugestao;S;S;177;30.60;BOM
ID1023;18/01/2015 17:25;Martha;RegistroSinistro;S;S;406;520.00;RUIM
ID1024;18/01/2015 17:25;Becky;Cotacao;S;S;323;;BOM
ID1025;18/01/2015 17:26;Martha;Cotacao;S;S;266;39.00;BOM
ID1026;18/01/2015 17:26;Jim;Reclamacao;S;S;182;9.00;BOM
ID1027;18/01/2015 17:42;Greg;Cotacao;S;S;371;58.80;BOM
ID1028;18/01/2015 17:42;Jim;Sugestao;S;S;236;28.80;BOM
ID1029;18/01/2015 17:55;Greg;Sugestao;S;S;111;;BOM
ID1030;18/01/2015 17:55;Stewart;Reclamacao;S;S;127;1640.00;RUIM
ID1031;19/01/2015 09:02;Dan;Sugestao;S;S;377;;BOM
ID1032;19/01/2015 09:02;Stewart;Reclamacao;S;S;316;680.00;RUIM
ID1033;19/01/2015 09:15;Becky;Cotacao;S;S;;;BOM
ID1034;19/01/2015 09:15;Joe;Informacao;S;N;34;25.20;BOM
ID1035;19/01/2015 09:18;Martha;Informacao;S;S;;;BOM
ID1036;19/01/2015 09:18;Diane;RegistroSinistro;S;S;197;9.60;BOM
ID1037;19/01/2015 09:36;Stewart;Cotacao;S;S;191;10.50;BOM
ID1038;19/01/2015 09:36;Martha;Informacao;S;S;;;BOM
ID1039;19/01/2015 09:44;Joe;Informacao;N;N;341;;
ID1040;19/01/2015 09:44;Becky;Sugestao;S;S;143;1030.00;RUIM
ID1041;19/01/2015 10:13;Joe;Cotacao;N;N;164;;
ID1042;19/01/2015 10:13;Joe;RegistroSinistro;N;N;256;;
ID1043;19/01/2015 10:19;Greg;Sugestao;S;S;102;26.50;BOM
ID1044;19/01/2015 10:19;Diane;Reclamacao;S;N;161;1200.00;RUIM
ID1045;19/01/2015 10:33;Becky;Informacao;N;N;;;
ID1046;19/01/2015 10:33;Joe;Informacao;S;N;103;;BOM
ID1047;19/01/2015 10:52;Stewart;RegistroSinistro;N;N;229;;
ID1048;19/01/2015 10:52;Martha;RegistroSinistro;S;S;;;BOM
ID1049;19/01/2015 11:25;Dan;Informacao;N;N;256;;
ID1050;19/01/2015 11:25;Jim;Reclamacao;S;S;133;6.60;BOM
ID1051;19/01/2015 11:44;Jim;Sugestao;S;S;77;20.50;BOM
ID1052;19/01/2015 11:44;Jim;Informacao;S;N;;;RUIM
ID1053;19/01/2015 11:55;Jim;Sugestao;S;S;198;2100.00;RUIM
ID1054;19/01/2015 11:55;Joe;Reclamacao;S;S;305;26.40;BOM
ID1055;19/01/2015 12:28;Martha;RegistroSinistro;N;N;377;;
ID1056;19/01/2015 12:28;Stewart;Informacao;S;S;;;RUIM
ID1057;19/01/2015 12:40;Joe;Cotacao;S;S;70;28.00;BOM
ID1058;19/01/2015 12:40;Martha;Sugestao;S;S;;;BOM
ID1059;19/01/2015 12:59;Dan;RegistroSinistro;S;N;;;BOM
ID1060;19/01/2015 12:59;Dan;Cotacao;N;N;142;;
ID1061;19/01/2015 13:14;Jim;Sugestao;S;S;280;19.00;BOM
ID1062;19/01/2015 13:14;Greg;Informacao;S;S;37;;BOM
ID1063;19/01/2015 13:22;Jim;Reclamacao;S;S;;;BOM
ID1064;19/01/2015 13:22;Dan;Sugestao;N;N;390;;
ID1065;19/01/2015 13:26;Diane;RegistroSinistro;S;S;;;BOM
ID1066;19/01/2015 13:26;Diane;RegistroSinistro;S;S;287;;BOM
ID1067;19/01/2015 13:36;Greg;Cotacao;N;N;;;
ID1068;19/01/2015 13:36;Dan;Reclamacao;S;S;345;42.60;BOM
ID1069;19/01/2015 13:37;Stewart;Sugestao;S;S;343;;BOM
ID1070;19/01/2015 13:37;Diane;Informacao;N;N;402;;
ID1071;19/01/2015 13:45;Martha;Sugestao;S;S;392;29.40;BOM
ID1072;19/01/2015 13:45;Martha;Sugestao;S;S;348;;BOM
ID1073;19/01/2015 14:22;Stewart;RegistroSinistro;S;S;67;33.60;BOM
ID1074;19/01/2015 14:22;Joe;Sugestao;S;S;213;42.00;BOM
ID1075;19/01/2015 15:00;Greg;Informacao;N;N;;;
ID1076;19/01/2015 15:00;Martha;Cotacao;S;S;344;;BOM
ID1077;19/01/2015 15:30;Becky;RegistroSinistro;S;S;70;880.00;RUIM
ID1078;19/01/2015 15:30;Becky;Cotacao;S;S;410;36.50;BOM
ID1079;19/01/2015 15:34;Jim;Informacao;S;S;179;18.00;BOM
ID1080;19/01/2015 15:34;Greg;Sugestao;S;S;231;1170.00;RUIM
ID1081;19/01/2015 15:54;Becky;Reclamacao;N;N;223;;
ID1082;19/01/2015 15:54;Joe;Cotacao;S;S;398;59.40;BOM
ID1083;19/01/2015 16:09;Greg;Informacao;S;S;347;9.60;BOM
ID1084;19/01/2015 16:09;Dan;Informacao;S;S;181;65.40;BOM
ID1085;19/01/2015 16:40;Jim;Informacao;S;N;248;9.60;BOM
ID1086;19/01/2015 16:40;Joe;Informacao;S;S;207;17.50;BOM
ID1087;19/01/2015 16:56;Joe;Reclamacao;S;S;404;30.60;BOM
ID1088;19/01/2015 16:56;Dan;Sugestao;S;S;101;50.40;BOM
ID1089;19/01/2015 17:15;Becky;RegistroSinistro;S;S;33;710.00;RUIM
ID1090;19/01/2015 17:15;Diane;Informacao;S;S;322;35.40;BOM
ID1091;19/01/2015 17:24;Jim;Informacao;N;N;341;;
ID1092;19/01/2015 17:24;Jim;Cotacao;S;S;133;37.20;BOM
ID1093;20/01/2015 09:05;Stewart;Cotacao;N;N;311;;
ID1094;20/01/2015 09:05;Stewart;Reclamacao;S;S;163;;BOM
ID1095;20/01/2015 09:46;Joe;Reclamacao;S;S;338;1600.00;RUIM
ID1096;20/01/2015 09:46;Stewart;Sugestao;S;S;184;47.40;BOM
ID1097;20/01/2015 09:46;Greg;Reclamacao;N;N;163;;
ID1098;20/01/2015 09:46;Dan;Sugestao;N;N;;;
ID1099;20/01/2015 09:46;Jim;RegistroSinistro;S;S;;;BOM
ID1100;20/01/2015 09:46;Joe;Cotacao;S;N;147;1780.00;RUIM
ID1101;20/01/2015 10:22;Stewart;Sugestao;S;S;102;43.80;BOM
ID1102;20/01/2015 10:22;Jim;Reclamacao;S;S;;;BOM
ID1103;20/01/2015 11:24;Becky;Sugestao;S;S;178;;BOM
ID1104;20/01/2015 11:24;Martha;RegistroSinistro;N;N;400;;
ID1105;20/01/2015 12:00;Joe;RegistroSinistro;S;S;316;;BOM
ID1106;20/01/2015 12:00;Greg;Sugestao;S;S;232;2060.00;RUIM
ID1107;20/01/2015 12:07;Becky;Informacao;S;S;360;1840.00;RUIM
ID1108;20/01/2015 12:07;Greg;Informacao;S;S;137;930.00;RUIM
ID1109;20/01/2015 12:27;Diane;Cotacao;S;S;265;860.00;RUIM
ID1110;20/01/2015 12:27;Martha;RegistroSinistro;S;S;236;;BOM
ID1111;20/01/2015 12:59;Martha;Cotacao;S;S;161;44.40;BOM
ID1112;20/01/2015 12:59;Becky;RegistroSinistro;S;S;89;59.40;BOM
ID1113;20/01/2015 13:00;Stewart;Sugestao;S;S;305;45.00;BOM
ID1114;20/01/2015 13:00;Stewart;Sugestao;S;S;;;BOM
ID1115;20/01/2015 13:26;Greg;Cotacao;S;N;301;;BOM
ID1116;20/01/2015 13:26;Jim;Reclamacao;S;S;369;;BOM
ID1117;20/01/2015 13:26;Stewart;RegistroSinistro;S;S;371;;BOM
ID1118;20/01/2015 13:26;Stewart;Informacao;S;S;299;;BOM
ID1119;20/01/2015 13:59;Joe;RegistroSinistro;S;S;232;23.40;BOM
ID1120;20/01/2015 13:59;Diane;Sugestao;N;N;267;;
ID1121;20/01/2015 14:03;Jim;Reclamacao;S;S;43;480.00;RUIM
ID1122;20/01/2015 14:03;Jim;Reclamacao;S;S;373;610.00;RUIM
ID1123;20/01/2015 16:00;Becky;Reclamacao;S;S;239;2400.00;RUIM
ID1124;20/01/2015 16:00;Becky;Reclamacao;S;S;131;1080.00;RUIM
ID1125;20/01/2015 16:20;Becky;Sugestao;S;S;373;27.00;BOM
ID1126;20/01/2015 16:20;Stewart;Informacao;N;N;303;;
ID1127;20/01/2015 17:42;Joe;RegistroSinistro;S;S;395;920.00;RUIM
ID1128;20/01/2015 17:42;Becky;Informacao;S;S;274;17.40;BOM
ID1129;20/01/2015 17:55;Joe;RegistroSinistro;S;S;186;1160.00;RUIM
ID1130;20/01/2015 17:55;Stewart;Cotacao;N;N;198;;
ID1131;20/01/2015 17:57;Joe;Reclamacao;S;N;141;;BOM
ID1132;20/01/2015 17:57;Joe;Cotacao;S;S;102;660.00;RUIM
ID1133;21/01/2015 09:20;Becky;RegistroSinistro;S;S;178;1140.00;RUIM
ID1134;21/01/2015 09:20;Jim;Cotacao;S;S;287;54.00;BOM
ID1135;21/01/2015 09:37;Dan;RegistroSinistro;N;N;122;;
ID1136;21/01/2015 09:37;Greg;Cotacao;S;S;122;43.50;BOM
ID1137;21/01/2015 09:56;Martha;Informacao;S;S;156;;BOM
ID1138;21/01/2015 09:56;Diane;Reclamacao;S;S;211;;BOM
ID1139;21/01/2015 10:14;Jim;Informacao;S;S;255;1260.00;RUIM
ID1140;21/01/2015 10:14;Jim;Cotacao;S;S;363;5.00;BOM
ID1141;21/01/2015 10:19;Martha;Reclamacao;S;S;297;50.40;BOM
ID1142;21/01/2015 10:19;Jim;RegistroSinistro;S;S;;;BOM
ID1143;21/01/2015 10:24;Greg;RegistroSinistro;S;S;133;;BOM
ID1144;21/01/2015 10:24;Martha;Informacao;S;S;402;1340.00;RUIM
ID1145;21/01/2015 10:53;Becky;RegistroSinistro;S;S;294;;BOM
ID1146;21/01/2015 10:53;Martha;Informacao;S;S;86;;BOM
ID1147;21/01/2015 10:59;Greg;Informacao;S;S;153;560.00;RUIM
ID1148;21/01/2015 10:59;Martha;Cotacao;N;N;359;;
ID1149;21/01/2015 11:15;Dan;Sugestao;S;S;267;820.00;RUIM
ID1150;21/01/2015 11:15;Jim;Reclamacao;S;N;;;RUIM
ID1151;21/01/2015 12:02;Jim;Cotacao;S;S;295;;BOM
ID1152;21/01/2015 12:02;Martha;Reclamacao;S;S;183;;BOM
ID1153;21/01/2015 12:02;Greg;Cotacao;S;S;402;45.50;BOM
ID1154;21/01/2015 12:02;Martha;Reclamacao;N;N;147;;
ID1155;21/01/2015 12:07;Stewart;Cotacao;S;S;391;33.50;BOM
ID1156;21/01/2015 12:07;Joe;RegistroSinistro;N;N;262;;
ID1157;21/01/2015 15:47;Joe;Sugestao;N;N;163;;
ID1158;21/01/2015 15:47;Joe;Cotacao;N;N;184;;
ID1159;21/01/2015 15:48;Martha;Cotacao;N;N;231;;
ID1160;21/01/2015 15:48;Stewart;RegistroSinistro;S;S;;;BOM
ID1161;21/01/2015 16:03;Dan;Informacao;S;S;;;RUIM
ID1162;21/01/2015 16:03;Martha;Reclamacao;N;N;;;
ID1163;21/01/2015 16:20;Becky;Sugestao;N;N;299;;
ID1164;21/01/2015 16:20;Jim;Informacao;S;S;364;;BOM
ID1165;21/01/2015 16:29;Martha;RegistroSinistro;S;S;394;46.80;BOM
ID1166;21/01/2015 16:29;Diane;Sugestao;S;S;122;;BOM
ID1167;21/01/2015 16:46;Joe;Informacao;S;S;;;BOM
ID1168;21/01/2015 16:46;Dan;Informacao;S;S;239;2040.00;RUIM
ID1169;21/01/2015 17:11;Dan;Cotacao;S;S;311;31.80;BOM
ID1170;21/01/2015 17:11;Martha;Sugestao;S;S;190;;BOM
ID1171;21/01/2015 17:26;Jim;Cotacao;S;S;;;BOM
ID1172;21/01/2015 17:26;Becky;Cotacao;N;N;355;;
ID1173;21/01/2015 17:26;Stewart;RegistroSinistro;S;S;54;;BOM
ID1174;21/01/2015 17:26;Martha;RegistroSinistro;S;S;246;28.80;BOM
ID1175;21/01/2015 17:26;Greg;RegistroSinistro;S;S;63;27.00;BOM
ID1176;21/01/2015 17:26;Martha;Cotacao;N;N;250;;
ID1177;21/01/2015 17:36;Greg;RegistroSinistro;S;S;168;;BOM
ID1178;21/01/2015 17:36;Martha;Sugestao;S;S;;;BOM
ID1179;21/01/2015 17:38;Dan;Cotacao;N;N;182;;
ID1180;21/01/2015 17:38;Stewart;Reclamacao;S;S;164;;BOM
ID1181;22/01/2015 09:11;Stewart;Cotacao;N;N;;;
ID1182;22/01/2015 09:11;Diane;Reclamacao;S;S;41;770.00;RUIM
ID1183;22/01/2015 09:11;Diane;Cotacao;S;S;111;2120.00;RUIM
ID1184;22/01/2015 09:11;Becky;RegistroSinistro;S;S;;;BOM
ID1185;22/01/2015 09:24;Martha;Reclamacao;S;S;260;220.00;RUIM
ID1186;22/01/2015 09:24;Diane;RegistroSinistro;S;S;358;;BOM
ID1187;22/01/2015 09:48;Martha;RegistroSinistro;S;S;81;47.40;BOM
ID1188;22/01/2015 09:48;Becky;Informacao;S;S;332;9.60;BOM
ID1189;22/01/2015 09:59;Becky;Cotacao;S;S;325;2220.00;RUIM
ID1190;22/01/2015 09:59;Martha;Reclamacao;S;S;272;1060.00;RUIM
ID1191;22/01/2015 10:37;Becky;Cotacao;N;N;256;;
ID1192;22/01/2015 10:37;Diane;Informacao;S;N;379;47.40;BOM
ID1193;22/01/2015 11:39;Martha;Reclamacao;S;S;;;BOM
ID1194;22/01/2015 11:39;Becky;Cotacao;S;S;200;;BOM
ID1195;22/01/2015 11:42;Greg;Cotacao;N;N;236;;
ID1196;22/01/2015 11:42;Martha;Sugestao;S;S;47;44.40;BOM
ID1197;22/01/2015 11:55;Greg;Sugestao;S;S;;;BOM
ID1198;22/01/2015 11:55;Jim;Reclamacao;S;S;125;6.60;BOM
ID1199;22/01/2015 11:55;Dan;Reclamacao;S;S;177;450.00;RUIM
ID1200;22/01/2015 11:55;Dan;Reclamacao;S;S;;;BOM
ID1201;22/01/2015 12:47;Stewart;Cotacao;N;N;409;;
ID1202;22/01/2015 12:47;Greg;Informacao;N;N;50;;
ID1203;22/01/2015 14:19;Joe;Reclamacao;N;N;200;;
ID1204;22/01/2015 14:19;Dan;Sugestao;S;S;345;28.80;BOM
ID1205;22/01/2015 14:22;Stewart;RegistroSinistro;S;N;115;;BOM
ID1206;22/01/2015 14:22;Stewart;RegistroSinistro;S;S;221;1560.00;RUIM
ID1207;22/01/2015 14:44;Becky;RegistroSinistro;S;S;34;990.00;RUIM
ID1208;22/01/2015 14:44;Diane;Reclamacao;S;S;;;BOM
ID1209;22/01/2015 14:48;Stewart;RegistroSinistro;N;N;;;
ID1210;22/01/2015 14:48;Jim;Reclamacao;S;S;89;;BOM
ID1211;22/01/2015 14:49;Becky;Reclamacao;S;N;37;41.40;BOM
ID1212;22/01/2015 14:49;Greg;Sugestao;S;S;256;980.00;RUIM
ID1213;22/01/2015 15:30;Martha;Informacao;N;N;47;;
ID1214;22/01/2015 15:30;Jim;RegistroSinistro;N;N;92;;
ID1215;22/01/2015 15:56;Martha;RegistroSinistro;N;N;162;;
ID1216;22/01/2015 15:56;Martha;Reclamacao;N;N;386;;
ID1217;22/01/2015 16:01;Martha;Sugestao;N;N;184;;
ID1218;22/01/2015 16:01;Becky;RegistroSinistro;S;S;251;45.00;BOM
ID1219;22/01/2015 16:39;Greg;Reclamacao;N;N;389;;
ID1220;22/01/2015 16:39;Jim;Sugestao;S;N;351;47.00;BOM
ID1221;22/01/2015 16:50;Becky;Informacao;N;N;91;;
ID1222;22/01/2015 16:50;Stewart;Informacao;S;S;292;21.00;BOM
ID1223;22/01/2015 16:56;Greg;RegistroSinistro;S;S;;;BOM
ID1224;22/01/2015 16:56;Joe;Cotacao;S;N;136;33.50;BOM
ID1225;22/01/2015 17:25;Greg;Reclamacao;N;N;219;;
ID1226;22/01/2015 17:25;Greg;Sugestao;S;S;343;9.50;BOM
ID1227;22/01/2015 17:38;Diane;RegistroSinistro;S;S;;;RUIM
ID1228;22/01/2015 17:38;Martha;Cotacao;N;N;50;;
ID1229;22/01/2015 17:47;Jim;Sugestao;S;S;344;100.00;RUIM
ID1230;22/01/2015 17:47;Becky;RegistroSinistro;S;N;300;1230.00;RUIM
ID1231;23/01/2015 09:31;Greg;RegistroSinistro;S;S;362;1060.00;RUIM
ID1232;23/01/2015 09:31;Martha;Reclamacao;S;S;;;BOM
ID1233;23/01/2015 09:40;Greg;Cotacao;S;S;;;BOM
ID1234;23/01/2015 09:40;Stewart;Reclamacao;S;S;298;1160.00;RUIM
ID1235;23/01/2015 09:51;Becky;Sugestao;S;N;43;660.00;RUIM
ID1236;23/01/2015 09:51;Dan;RegistroSinistro;S;S;262;;BOM
ID1237;23/01/2015 09:57;Diane;Reclamacao;S;S;82;120.00;RUIM
ID1238;23/01/2015 09:57;Joe;Cotacao;S;N;244;2000.00;RUIM
ID1239;23/01/2015 10:49;Diane;Reclamacao;N;N;156;;
ID1240;23/01/2015 10:49;Dan;Cotacao;S;S;;;BOM
ID1241;23/01/2015 11:00;Jim;Informacao;S;S;55;430.00;RUIM
ID1242;23/01/2015 11:00;Martha;RegistroSinistro;S;S;141;14.40;BOM
ID1243;23/01/2015 11:18;Joe;RegistroSinistro;S;N;136;1860.00;RUIM
ID1244;23/01/2015 11:18;Becky;Sugestao;S;N;53;70.80;BOM
ID1245;23/01/2015 11:29;Jim;Cotacao;S;S;;;BOM
ID1246;23/01/2015 11:29;Dan;Informacao;N;N;209;;
ID1247;23/01/2015 11:32;Greg;Reclamacao;S;N;384;74.40;BOM
ID1248;23/01/2015 11:32;Joe;Reclamacao;S;S;;;RUIM
ID1249;23/01/2015 11:35;Diane;Informacao;S;S;;;BOM
ID1250;23/01/2015 11:35;Stewart;Sugestao;S;S;228;320.00;RUIM
ID1251;23/01/2015 11:36;Joe;Reclamacao;S;N;81;980.00;RUIM
ID1252;23/01/2015 11:36;Jim;Reclamacao;S;S;;;RUIM
ID1253;23/01/2015 11:44;Becky;RegistroSinistro;S;S;31;370.00;RUIM
ID1254;23/01/2015 11:44;Diane;RegistroSinistro;N;N;254;;
ID1255;23/01/2015 11:55;Martha;Informacao;S;S;57;;BOM
ID1256;23/01/2015 11:55;Martha;Reclamacao;S;S;81;1380.00;RUIM
ID1257;23/01/2015 12:14;Martha;Informacao;S;S;45;;BOM
ID1258;23/01/2015 12:14;Diane;Sugestao;S;S;;;BOM
ID1259;23/01/2015 12:43;Dan;RegistroSinistro;S;S;;;BOM
ID1260;23/01/2015 12:43;Greg;Sugestao;S;S;141;21.00;BOM
ID1261;23/01/2015 12:54;Greg;Sugestao;S;S;61;240.00;RUIM
ID1262;23/01/2015 12:54;Martha;Cotacao;N;N;67;;
ID1263;23/01/2015 13:33;Diane;Reclamacao;S;S;389;71.40;BOM
ID1264;23/01/2015 13:33;Diane;Informacao;S;N;294;31.20;BOM
ID1265;23/01/2015 13:37;Dan;Reclamacao;S;S;;;BOM
ID1266;23/01/2015 13:37;Joe;Reclamacao;S;S;146;61.20;BOM
ID1267;23/01/2015 14:13;Dan;Sugestao;S;S;269;35.40;BOM
ID1268;23/01/2015 14:13;Martha;RegistroSinistro;N;N;;;
ID1269;23/01/2015 14:52;Dan;Cotacao;S;S;217;61.50;BOM
ID1270;23/01/2015 14:52;Becky;Cotacao;N;N;150;;
ID1271;23/01/2015 16:01;Becky;Sugestao;S;N;250;22.20;BOM
ID1272;23/01/2015 16:01;Martha;Reclamacao;N;N;119;;
ID1273;23/01/2015 16:13;Stewart;Informacao;S;N;412;;BOM
ID1274;23/01/2015 16:13;Greg;RegistroSinistro;S;S;360;2320.00;RUIM
ID1275;23/01/2015 16:37;Jim;Sugestao;S;S;;;BOM
ID1276;23/01/2015 16:37;Diane;Cotacao;S;S;126;;BOM
ID1277;23/01/2015 16:45;Stewart;RegistroSinistro;S;S;137;720.00;RUIM
ID1278;23/01/2015 16:45;Diane;RegistroSinistro;S;S;71;190.00;RUIM
ID1279;23/01/2015 17:24;Joe;Sugestao;S;N;269;940.00;RUIM
ID1280;23/01/2015 17:24;Dan;Informacao;N;N;378;;
ID1281;23/01/2015 17:41;Joe;RegistroSinistro;S;S;365;66.00;BOM
ID1282;23/01/2015 17:41;Greg;RegistroSinistro;S;S;108;190.00;RUIM
ID1283;23/01/2015 17:44;Greg;Informacao;N;N;298;;
ID1284;23/01/2015 17:44;Stewart;Sugestao;N;N;;;
ID1285;24/01/2015 09:05;Dan;Sugestao;N;N;282;;
ID1286;24/01/2015 09:05;Diane;RegistroSinistro;S;S;255;360.00;RUIM
ID1287;24/01/2015 09:05;Joe;Sugestao;S;S;220;52.80;BOM
ID1288;24/01/2015 09:05;Jim;Reclamacao;S;N;;;RUIM
ID1289;24/01/2015 09:12;Greg;Reclamacao;S;S;226;1680.00;RUIM
ID1290;24/01/2015 09:12;Martha;Informacao;S;S;257;;BOM
ID1291;24/01/2015 09:20;Joe;Cotacao;S;N;49;;BOM
ID1292;24/01/2015 09:20;Greg;Cotacao;S;S;98;520.00;RUIM
ID1293;24/01/2015 09:24;Joe;Sugestao;S;S;361;;BOM
ID1294;24/01/2015 09:24;Joe;Informacao;N;N;284;;
ID1295;24/01/2015 09:54;Jim;Cotacao;S;S;116;;BOM
ID1296;24/01/2015 09:54;Greg;Sugestao;N;N;288;;
ID1297;24/01/2015 10:03;Greg;Reclamacao;S;S;65;660.00;RUIM
ID1298;24/01/2015 10:03;Martha;Sugestao;S;S;116;280.00;RUIM
ID1299;24/01/2015 10:04;Martha;RegistroSinistro;S;S;182;48.60;BOM
ID1300;24/01/2015 10:04;Jim;Cotacao;N;N;253;;
ID1301;24/01/2015 10:04;Stewart;Informacao;S;N;;;BOM
ID1302;24/01/2015 10:04;Dan;RegistroSinistro;S;S;353;;BOM
ID1303;24/01/2015 10:29;Jim;Sugestao;S;S;59;72.60;BOM
ID1304;24/01/2015 10:29;Martha;Reclamacao;N;N;;;
ID1305;24/01/2015 10:32;Joe;Reclamacao;S;S;37;1220.00;RUIM
ID1306;24/01/2015 10:32;Becky;Informacao;N;N;74;;
ID1307;24/01/2015 11:11;Dan;Informacao;S;S;212;;BOM
